02, 78640840275, 20230106155409, 20230106155753, 82
02, 70295588234, 20230102004449, 20230102005517, 82
01, 70295588234, 20230105031442, 20230105031807, 82
01, 78058643854, 20230114005136, 20230114010205, 03
01, 79388051049, 20230102110008, 20230102110509, 82
02, 74764941928, 20230105002722, 20230105003740, 11
02, 72603206505, 20230105232949, 20230105233802, 03
02, 78058643854, 20230107232808, 20230107234205, 03
01, 72040037274, 20230113123319, 20230113123818, 03
01, 72603206505, 20230102081232, 20230102081323, 03
01, 72344908255, 20230107154003, 20230107154327, 06
02, 78058643854, 20230113030722, 20230113032201, 03
01, 74764941928, 20230105190643, 20230105191252, 11
01, 72040037274, 20230115222647, 20230115222930, 03
02, 79388051049, 20230112021751, 20230112022709, 82
01, 78058643854, 20230114130155, 20230114130649, 03
01, 70295588234, 20230102122527, 20230102122827, 82
01, 78640840275, 20230102091412, 20230102092502, 82
02, 78058643854, 20230104182853, 20230104183706, 03
02, 79388051049, 20230115163912, 20230115165105, 82
01, 75136386948, 20230117195430, 20230117200702, 11
02, 78640840275, 20230115235811, 20230116000647, 82
01, 71582559519, 20230102010544, 20230102010642, 11
02, 79388051049, 20230107233245, 20230107233840, 82
01, 79388051049, 20230112013627, 20230112014312, 82
01, 71582559519, 20230104212126, 20230104212436, 11
02, 79388051049, 20230105000808, 20230105001154, 82
02, 72040037274, 20230104123829, 20230104125249, 03
02, 78640840275, 20230111133401, 20230111133630, 82
01, 71582559519, 20230114083505, 20230114084620, 11
02, 78640840275, 20230115050619, 20230115051747, 82
02, 74764941928, 20230112065642, 20230112070117, 11
02, 75136386948, 20230102134137, 20230102135309, 11
01, 74764941928, 20230103154712, 20230103155920, 11
01, 78058643854, 20230110122123, 20230110123251, 03
01, 72040037274, 20230113213345, 20230113214603, 03
